--------------------
BDMEP - INMET
--------------------
Estação           : BRASILIA - DF (OMM: 83377)
Latitude  (graus) : -15.78
Longitude (graus) : -47.92
Altitude  (metros): 1159.54
Estação Operante
Inicio de operação: 12/09/1961
Periodo solicitado dos dados: 01/01/2010 a 31/12/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por , (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,
83377,06/10/2013,1200,0.1,NaN,18,NaN,NaN,NaN,NaN,
83377,07/10/2013,0000,NaN,26.6,NaN,3.6,21.02,83.5,1.333333,
83377,07/10/2013,1200,3.3,NaN,18,NaN,NaN,NaN,NaN,
83377,08/10/2013,0000,NaN,26,NaN,5.8,20.5,78.25,1.666667,
83377,08/10/2013,1200,4.8,NaN,17,NaN,NaN,NaN,NaN,
83377,09/10/2013,0000,NaN,24.4,NaN,6.1,18.06,83.75,3.666667,
83377,09/10/2013,1200,20.4,NaN,15,NaN,NaN,NaN,NaN,
83377,10/10/2013,0000,NaN,25.8,NaN,9.1,19.52,63.25,4.666667,
83377,10/10/2013,1200,0,NaN,14.2,NaN,NaN,NaN,NaN,
83377,11/10/2013,0000,NaN,27.4,NaN,10.5,21.16,55,4,
83377,11/10/2013,1200,0,NaN,15.8,NaN,NaN,NaN,NaN,
83377,12/10/2013,0000,NaN,28.2,NaN,9.5,21.6,50.5,3.666667,
83377,12/10/2013,1200,0,NaN,15.8,NaN,NaN,NaN,NaN,
83377,13/10/2013,0000,NaN,29.2,NaN,11.1,22.42,43,1.666667,
83377,13/10/2013,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,14/10/2013,0000,NaN,29.8,NaN,10.9,23.24,42.75,2.333333,
83377,14/10/2013,1200,0,NaN,17.2,NaN,NaN,NaN,NaN,
83377,15/10/2013,0000,NaN,31.2,NaN,10,25.26,34,1.666667,
83377,15/10/2013,1200,0,NaN,20,NaN,NaN,NaN,NaN,
83377,16/10/2013,0000,NaN,31.2,NaN,8.3,25.92,37.75,1.333333,
83377,16/10/2013,1200,0,NaN,20.2,NaN,NaN,NaN,NaN,
83377,17/10/2013,0000,NaN,27.6,NaN,0.4,20.8,79.25,2.666667,
83377,17/10/2013,1200,8.2,NaN,18.5,NaN,NaN,NaN,NaN,
83377,18/10/2013,0000,NaN,24.3,NaN,1.4,20.34,81,1.666667,
83377,18/10/2013,1200,0,NaN,16.3,NaN,NaN,NaN,NaN,
83377,19/10/2013,0000,NaN,26.8,NaN,3.7,21,74.25,2,
83377,19/10/2013,1200,0.2,NaN,17.3,NaN,NaN,NaN,NaN,
83377,20/10/2013,0000,NaN,28.3,NaN,5,22.16,71.75,3,
83377,20/10/2013,1200,0,NaN,17.9,NaN,NaN,NaN,NaN,
83377,21/10/2013,0000,NaN,30.4,NaN,8.9,22.76,62.75,2,
83377,21/10/2013,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,22/10/2013,0000,NaN,30.2,NaN,7.3,23.12,67.25,1,
83377,22/10/2013,1200,1.9,NaN,17.8,NaN,NaN,NaN,NaN,
83377,23/10/2013,0000,NaN,29.9,NaN,10.7,23.92,44.25,3.666667,
83377,23/10/2013,1200,0.5,NaN,17.4,NaN,NaN,NaN,NaN,
83377,24/10/2013,0000,NaN,30.6,NaN,11,24.26,40.25,2,
83377,24/10/2013,1200,0,NaN,17.3,NaN,NaN,NaN,NaN,
83377,25/10/2013,0000,NaN,31.4,NaN,10.1,24.88,36.25,1.333333,
83377,25/10/2013,1200,0,NaN,17.4,NaN,NaN,NaN,NaN,
83377,26/10/2013,0000,NaN,31.3,NaN,10.2,25.1,38.25,3.333333,
83377,26/10/2013,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,27/10/2013,0000,NaN,32.3,NaN,10,25.54,44.5,2.666667,
83377,27/10/2013,1200,0,NaN,18.2,NaN,NaN,NaN,NaN,
83377,28/10/2013,0000,NaN,31.6,NaN,6,23.9,70.75,2,
83377,28/10/2013,1200,0,NaN,20.8,NaN,NaN,NaN,NaN,
83377,29/10/2013,0000,NaN,25,NaN,0.9,21.66,78.75,0,
83377,29/10/2013,1200,16.2,NaN,19.1,NaN,NaN,NaN,NaN,
83377,30/10/2013,0000,NaN,28.7,NaN,1.9,20.98,78.25,0.333333,
83377,30/10/2013,1200,0.3,NaN,17.4,NaN,NaN,NaN,NaN,
83377,31/10/2013,0000,NaN,26.5,NaN,1.2,20.74,73.25,3,
83377,31/10/2013,1200,24.9,NaN,16.7,NaN,NaN,NaN,NaN,
83377,01/11/2013,0000,NaN,29.4,NaN,7.7,22.06,73.75,2.333333,
83377,01/11/2013,1200,0.5,NaN,17.1,NaN,NaN,NaN,NaN,
83377,02/11/2013,0000,NaN,28,NaN,10.5,22.64,62.5,2.333333,
83377,02/11/2013,1200,4.5,NaN,18,NaN,NaN,NaN,NaN,
83377,03/11/2013,0000,NaN,28.4,NaN,10.5,23.62,51.5,1,
83377,03/11/2013,1200,0,NaN,18.2,NaN,NaN,NaN,NaN,
83377,04/11/2013,0000,NaN,28.4,NaN,7.6,23.44,50.25,1,
83377,04/11/2013,1200,0,NaN,17.6,NaN,NaN,NaN,NaN,
83377,05/11/2013,0000,NaN,24.1,NaN,0,19.14,92.5,2,
83377,05/11/2013,1200,14.2,NaN,17.2,NaN,NaN,NaN,NaN,
83377,06/11/2013,0000,NaN,23.1,NaN,0,19.1,92,1,
83377,06/11/2013,1200,8,NaN,16.8,NaN,NaN,NaN,NaN,
83377,07/11/2013,0000,NaN,24.9,NaN,3.6,20.82,79.75,0.666667,
83377,07/11/2013,1200,22.5,NaN,17,NaN,NaN,NaN,NaN,
83377,08/11/2013,0000,NaN,25,NaN,1.5,20.52,87.5,0,
83377,08/11/2013,1200,6.2,NaN,18.4,NaN,NaN,NaN,NaN,
83377,09/11/2013,0000,NaN,29.2,NaN,9,23,71,0.666667,
83377,09/11/2013,1200,3.3,NaN,17.7,NaN,NaN,NaN,NaN,
83377,10/11/2013,0000,NaN,29.7,NaN,6.9,23.46,69.5,1,
83377,10/11/2013,1200,17.7,NaN,18.8,NaN,NaN,NaN,NaN,
83377,11/11/2013,0000,NaN,30.6,NaN,8.4,24.08,64.75,1,
83377,11/11/2013,1200,0,NaN,19.4,NaN,NaN,NaN,NaN,
83377,12/11/2013,0000,NaN,27.8,NaN,6.8,21.54,80.25,1.666667,
83377,12/11/2013,1200,4,NaN,18.9,NaN,NaN,NaN,NaN,
83377,13/11/2013,0000,NaN,25.3,NaN,0,20.66,86.5,0,
83377,13/11/2013,1200,70.4,NaN,18.5,NaN,NaN,NaN,NaN,
83377,14/11/2013,0000,NaN,24.8,NaN,0.2,21.04,81.25,2.666667,
83377,14/11/2013,1200,1.1,NaN,18,NaN,NaN,NaN,NaN,
83377,15/11/2013,0000,NaN,27.8,NaN,10.8,22.9,58.25,4,
83377,15/11/2013,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,16/11/2013,0000,NaN,28.4,NaN,8.8,22.7,58.5,2.666667,
83377,16/11/2013,1200,0,NaN,18.3,NaN,NaN,NaN,NaN,
83377,17/11/2013,0000,NaN,29,NaN,1.4,22.18,65,0,
83377,17/11/2013,1200,0,NaN,19.2,NaN,NaN,NaN,NaN,
83377,18/11/2013,0000,NaN,26.4,NaN,6.2,20.64,78,2,
83377,18/11/2013,1200,7.1,NaN,16.7,NaN,NaN,NaN,NaN,
83377,19/11/2013,0000,NaN,29.1,NaN,11.3,23.38,54.25,2.333333,
83377,19/11/2013,1200,19,NaN,17.5,NaN,NaN,NaN,NaN,
83377,20/11/2013,0000,NaN,29.8,NaN,10.8,24.78,47.75,1.333333,
83377,20/11/2013,1200,0,NaN,20,NaN,NaN,NaN,NaN,
83377,21/11/2013,0000,NaN,30.2,NaN,10.7,24.48,45.5,0.333333,
83377,21/11/2013,1200,0,NaN,18.2,NaN,NaN,NaN,NaN,
83377,22/11/2013,0000,NaN,29.8,NaN,10.6,23.22,62,1.333333,
83377,22/11/2013,1200,0,NaN,19.6,NaN,NaN,NaN,NaN,
83377,23/11/2013,0000,NaN,28.1,NaN,2,21.78,80.5,1.7,
83377,23/11/2013,1200,0,NaN,18.6,NaN,NaN,NaN,NaN,
83377,24/11/2013,0000,NaN,23.8,NaN,2.6,19.76,89.25,1.333333,
83377,24/11/2013,1200,7.3,NaN,16,NaN,NaN,NaN,NaN,
83377,25/11/2013,0000,NaN,25.2,NaN,1.9,20.04,89.5,2.666667,
83377,25/11/2013,1200,15.6,NaN,17,NaN,NaN,NaN,NaN,
83377,26/11/2013,0000,NaN,26.2,NaN,2.3,21.22,80,0,
83377,26/11/2013,1200,18,NaN,17.7,NaN,NaN,NaN,NaN,
83377,27/11/2013,0000,NaN,26.2,NaN,3.6,21.94,83,1.666667,
83377,27/11/2013,1200,0.3,NaN,19.1,NaN,NaN,NaN,NaN,
83377,28/11/2013,0000,NaN,26,NaN,3.5,21.38,79.75,1.333333,
83377,28/11/2013,1200,52.3,NaN,16.8,NaN,NaN,NaN,NaN,
83377,29/11/2013,0000,NaN,28.1,NaN,6.9,22.32,73.25,0,
83377,29/11/2013,1200,0,NaN,17.3,NaN,NaN,NaN,NaN,
83377,30/11/2013,0000,NaN,26,NaN,2.3,19.98,85.5,0.666667,
83377,30/11/2013,1200,6.8,NaN,17.1,NaN,NaN,NaN,NaN,
83377,01/12/2013,0000,NaN,26.6,NaN,3.2,22.14,74.75,1.666667,
83377,01/12/2013,1200,15.6,NaN,17.1,NaN,NaN,NaN,NaN,
83377,02/12/2013,0000,NaN,28.7,NaN,6.7,22.26,73,1.666667,
83377,02/12/2013,1200,10.6,NaN,19.1,NaN,NaN,NaN,NaN,
83377,03/12/2013,0000,NaN,27.8,NaN,2.9,22.6,74.5,0.333333,
83377,03/12/2013,1200,1.6,NaN,17,NaN,NaN,NaN,NaN,
83377,04/12/2013,0000,NaN,30.3,NaN,9.1,23.62,62.75,1.333333,
83377,04/12/2013,1200,15.9,NaN,18.8,NaN,NaN,NaN,NaN,
83377,05/12/2013,0000,NaN,28.6,NaN,5.6,22.42,78.75,1,
83377,05/12/2013,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,06/12/2013,0000,NaN,24,NaN,1.1,19.72,86,0,
83377,06/12/2013,1200,72.6,NaN,17.9,NaN,NaN,NaN,NaN,
83377,07/12/2013,0000,NaN,26.3,NaN,4.7,21.44,78.5,0.666667,
83377,07/12/2013,1200,10,NaN,17.9,NaN,NaN,NaN,NaN,
83377,08/12/2013,0000,NaN,29.4,NaN,7,22.04,76.25,2.666667,
83377,08/12/2013,1200,0.4,NaN,18.7,NaN,NaN,NaN,NaN,
83377,09/12/2013,0000,NaN,25,NaN,0.6,20.76,88,1.333333,
83377,09/12/2013,1200,14.5,NaN,18.6,NaN,NaN,NaN,NaN,
83377,10/12/2013,0000,NaN,27.7,NaN,4,21.54,73,2.333333,
83377,10/12/2013,1200,9.8,NaN,17.9,NaN,NaN,NaN,NaN,
83377,11/12/2013,0000,NaN,27.2,NaN,7.4,22.76,71,4.666667,
83377,11/12/2013,1200,0,NaN,19,NaN,NaN,NaN,NaN,
83377,12/12/2013,0000,NaN,25.4,NaN,3.6,20.98,87.5,2.666667,
83377,12/12/2013,1200,17,NaN,18.7,NaN,NaN,NaN,NaN,
83377,13/12/2013,0000,NaN,25,NaN,3,20.6,83.5,3.333333,
83377,13/12/2013,1200,14.1,NaN,18.4,NaN,NaN,NaN,NaN,
83377,14/12/2013,0000,NaN,26.1,NaN,2.8,21.66,77.75,2,
83377,14/12/2013,1200,0.7,NaN,18.6,NaN,NaN,NaN,NaN,
83377,15/12/2013,0000,NaN,27.7,NaN,4.6,22,77.25,2,
83377,15/12/2013,1200,0.5,NaN,18.9,NaN,NaN,NaN,NaN,
83377,16/12/2013,0000,NaN,24.5,NaN,0.9,20.64,89.75,3,
83377,16/12/2013,1200,5.4,NaN,18.3,NaN,NaN,NaN,NaN,
83377,17/12/2013,0000,NaN,28.2,NaN,6.8,22.02,81.75,2.333333,
83377,17/12/2013,1200,3.1,NaN,18.6,NaN,NaN,NaN,NaN,
83377,18/12/2013,0000,NaN,26.2,NaN,1.2,21.18,82.25,1,
83377,18/12/2013,1200,17,NaN,17.9,NaN,NaN,NaN,NaN,
83377,19/12/2013,0000,NaN,26.8,NaN,5.6,20.98,86.25,2,
83377,19/12/2013,1200,6.8,NaN,17.6,NaN,NaN,NaN,NaN,
83377,20/12/2013,0000,NaN,25.8,NaN,0.5,20.54,91.25,1.333333,
83377,20/12/2013,1200,1.1,NaN,19,NaN,NaN,NaN,NaN,
83377,21/12/2013,0000,NaN,26.3,NaN,1.5,20.84,90.25,1,
83377,21/12/2013,1200,15.5,NaN,17.9,NaN,NaN,NaN,NaN,
83377,22/12/2013,0000,NaN,24.5,NaN,0.2,20.6,92.75,0,
83377,22/12/2013,1200,24.8,NaN,18.8,NaN,NaN,NaN,NaN,
83377,23/12/2013,0000,NaN,25.6,NaN,4.6,20.22,84.5,4.333333,
83377,23/12/2013,1200,18.7,NaN,18,NaN,NaN,NaN,NaN,
83377,24/12/2013,0000,NaN,23.8,NaN,3.8,19.86,84,3.333333,
83377,24/12/2013,1200,10.5,NaN,17.1,NaN,NaN,NaN,NaN,
83377,25/12/2013,0000,NaN,28.5,NaN,6.9,22.26,76.75,0.333333,
83377,25/12/2013,1200,0,NaN,18.3,NaN,NaN,NaN,NaN,
83377,26/12/2013,0000,NaN,29.8,NaN,10.9,24.34,68.25,0,
83377,26/12/2013,1200,3.7,NaN,19.1,NaN,NaN,NaN,NaN,
83377,27/12/2013,0000,NaN,25.1,NaN,2.5,20.5,87,1,
83377,27/12/2013,1200,59.6,NaN,17.7,NaN,NaN,NaN,NaN,
83377,28/12/2013,0000,NaN,24.8,NaN,9,19.98,86.75,3.333333,
83377,28/12/2013,1200,0.1,NaN,17.1,NaN,NaN,NaN,NaN,
83377,29/12/2013,0000,NaN,26.6,NaN,8.2,21.62,76.5,2.666667,
83377,29/12/2013,1200,1.6,NaN,17.3,NaN,NaN,NaN,NaN,
83377,30/12/2013,0000,NaN,28.4,NaN,7.2,21.82,83,2.333333,
83377,30/12/2013,1200,0.4,NaN,18.2,NaN,NaN,NaN,NaN,
83377,31/12/2013,0000,NaN,27.7,NaN,5,22.54,74.25,0,
83377,31/12/2013,1200,2,NaN,18.8,NaN,NaN,NaN,NaN,
83377,01/01/2014,0000,NaN,29.2,NaN,6.3,22.74,71,1.34296,
83377,01/01/2014,1200,0,NaN,19,NaN,NaN,NaN,NaN,
83377,02/01/2014,0000,NaN,30.1,NaN,10.7,24.44,61.25,1.68592,
83377,02/01/2014,1200,0,NaN,18.2,NaN,NaN,NaN,NaN,
83377,03/01/2014,0000,NaN,30,NaN,11.1,23.64,54.25,1.009627,
83377,03/01/2014,1200,0,NaN,18.2,NaN,NaN,NaN,NaN,
83377,04/01/2014,0000,NaN,29.8,NaN,11.3,24.7,45.75,1.676293,
83377,04/01/2014,1200,0,NaN,19.4,NaN,NaN,NaN,NaN,
83377,05/01/2014,0000,NaN,29.2,NaN,11.5,23.8,45,2.666667,
83377,05/01/2014,1200,0,NaN,17.2,NaN,NaN,NaN,NaN,
83377,06/01/2014,0000,NaN,28.7,NaN,7.6,22.64,62.5,2.666667,
83377,06/01/2014,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,07/01/2014,0000,NaN,28.9,NaN,11.1,23.28,53.25,3.333333,
83377,07/01/2014,1200,0,NaN,17.4,NaN,NaN,NaN,NaN,
83377,08/01/2014,0000,NaN,28.3,NaN,11,23.1,45.5,1.666667,
83377,08/01/2014,1200,0,NaN,16.8,NaN,NaN,NaN,NaN,
83377,09/01/2014,0000,NaN,28.4,NaN,11.6,23.36,50.75,1.676293,
83377,09/01/2014,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,10/01/2014,0000,NaN,27.8,NaN,10.7,22.68,58.5,2,
83377,10/01/2014,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,11/01/2014,0000,NaN,28.8,NaN,6.5,21.54,66.25,3.333333,
83377,11/01/2014,1200,0,NaN,17,NaN,NaN,NaN,NaN,
83377,12/01/2014,0000,NaN,28.8,NaN,8.2,23.18,59.75,2.666667,
83377,12/01/2014,1200,0,NaN,17.5,NaN,NaN,NaN,NaN,
83377,13/01/2014,0000,NaN,29.6,NaN,8.4,24.6,53.5,2,
83377,13/01/2014,1200,0,NaN,19.8,NaN,NaN,NaN,NaN,
83377,14/01/2014,0000,NaN,29.8,NaN,10.5,24.54,51.25,3.333333,
83377,14/01/2014,1200,0,NaN,20.1,NaN,NaN,NaN,NaN,
83377,15/01/2014,0000,NaN,28.7,NaN,6.7,23.12,57.5,1,
83377,15/01/2014,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,16/01/2014,0000,NaN,28.1,NaN,5.3,21.96,87,1,
83377,16/01/2014,1200,2,NaN,17,NaN,NaN,NaN,NaN,
83377,17/01/2014,0000,NaN,28,NaN,4.9,21.54,82.75,0.68592,
83377,17/01/2014,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,18/01/2014,0000,NaN,24.9,NaN,1.1,20.32,86.25,2,
83377,18/01/2014,1200,37.9,NaN,17.9,NaN,NaN,NaN,NaN,
83377,19/01/2014,0000,NaN,25.4,NaN,0.7,19.98,88.25,0,
83377,19/01/2014,1200,9.9,NaN,17.4,NaN,NaN,NaN,NaN,
83377,20/01/2014,0000,NaN,24,NaN,1.9,20.78,80,4.333333,
83377,20/01/2014,1200,5.4,NaN,17.3,NaN,NaN,NaN,NaN,
83377,21/01/2014,0000,NaN,26.5,NaN,3.5,20.54,81.25,1.009627,
83377,21/01/2014,1200,2.1,NaN,18,NaN,NaN,NaN,NaN,
83377,22/01/2014,0000,NaN,25.2,NaN,2.5,20.2,88,1,
83377,22/01/2014,1200,63.2,NaN,16.6,NaN,NaN,NaN,NaN,
83377,23/01/2014,0000,NaN,28.2,NaN,6.2,21.34,74.5,0,
83377,23/01/2014,1200,4.5,NaN,17.5,NaN,NaN,NaN,NaN,
83377,24/01/2014,0000,NaN,27.3,NaN,5.5,20.38,85.25,0,
83377,24/01/2014,1200,0,NaN,16.9,NaN,NaN,NaN,NaN,
83377,25/01/2014,0000,NaN,25,NaN,3.9,20.44,73.75,1,
83377,25/01/2014,1200,21.3,NaN,15.7,NaN,NaN,NaN,NaN,
83377,26/01/2014,0000,NaN,26.2,NaN,5.4,20.6,72.25,1.34296,
83377,26/01/2014,1200,0,NaN,15.6,NaN,NaN,NaN,NaN,
83377,27/01/2014,0000,NaN,26,NaN,8.1,20.62,74,0.666667,
83377,27/01/2014,1200,1.1,NaN,16.7,NaN,NaN,NaN,NaN,
83377,28/01/2014,0000,NaN,27,NaN,10.4,21.8,60.75,5,
83377,28/01/2014,1200,5.6,NaN,17.6,NaN,NaN,NaN,NaN,
83377,29/01/2014,0000,NaN,27.1,NaN,10.7,22.2,55.75,5.333333,
83377,29/01/2014,1200,0,NaN,18.7,NaN,NaN,NaN,NaN,
83377,30/01/2014,0000,NaN,28,NaN,9.4,23.06,61.5,4,
83377,30/01/2014,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,31/01/2014,0000,NaN,28,NaN,11.1,22.8,54.5,4,
83377,31/01/2014,1200,0,NaN,18.3,NaN,NaN,NaN,NaN,
83377,01/02/2014,0000,NaN,27.1,NaN,9.4,22.18,52,4.666667,
83377,01/02/2014,1200,0,NaN,17.8,NaN,NaN,NaN,NaN,
83377,02/02/2014,0000,NaN,27.6,NaN,9.1,22.3,53,1,
83377,02/02/2014,1200,0,NaN,15.8,NaN,NaN,NaN,NaN,
83377,03/02/2014,0000,NaN,28.2,NaN,9.7,23.56,50,2.666667,
83377,03/02/2014,1200,0,NaN,19.2,NaN,NaN,NaN,NaN,
83377,04/02/2014,0000,NaN,27.8,NaN,6.4,22.48,52.5,3.333333,
83377,04/02/2014,1200,0,NaN,17.8,NaN,NaN,NaN,NaN,
83377,05/02/2014,0000,NaN,30,NaN,10.3,23.96,53.25,4.333333,
83377,05/02/2014,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,06/02/2014,0000,NaN,28.3,NaN,11.2,23.2,53.25,4.666667,
83377,06/02/2014,1200,0,NaN,19,NaN,NaN,NaN,NaN,
83377,07/02/2014,0000,NaN,29,NaN,11.2,24.02,49,2.666667,
83377,07/02/2014,1200,0,NaN,20,NaN,NaN,NaN,NaN,
83377,08/02/2014,0000,NaN,29.5,NaN,8.9,24.02,52.5,2.666667,
83377,08/02/2014,1200,0,NaN,20.4,NaN,NaN,NaN,NaN,
83377,09/02/2014,0000,NaN,27.6,NaN,6.3,22.66,61.5,1.666667,
83377,09/02/2014,1200,0,NaN,17.1,NaN,NaN,NaN,NaN,
83377,10/02/2014,0000,NaN,28.1,NaN,7.9,23.1,52.75,2.666667,
83377,10/02/2014,1200,0,NaN,17.7,NaN,NaN,NaN,NaN,
83377,11/02/2014,0000,NaN,27.5,NaN,6.8,23.42,56,2.666667,
83377,11/02/2014,1200,0,NaN,20,NaN,NaN,NaN,NaN,
83377,12/02/2014,0000,NaN,27.6,NaN,5.3,21.58,81,2.333333,
83377,12/02/2014,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,13/02/2014,0000,NaN,25.8,NaN,2.4,21.06,84.25,0,
83377,13/02/2014,1200,3,NaN,18.4,NaN,NaN,NaN,NaN,
83377,14/02/2014,0000,NaN,27.2,NaN,3.8,21.46,76.75,1.333333,
83377,14/02/2014,1200,21.8,NaN,16.4,NaN,NaN,NaN,NaN,
83377,15/02/2014,0000,NaN,25.8,NaN,1.8,21.16,86.25,0,
83377,15/02/2014,1200,0,NaN,18.4,NaN,NaN,NaN,NaN,
83377,16/02/2014,0000,NaN,25.6,NaN,0.8,20.66,86.75,0.333333,
83377,16/02/2014,1200,4.5,NaN,18.2,NaN,NaN,NaN,NaN,
83377,17/02/2014,0000,NaN,26.4,NaN,6.2,21.38,84.75,1,
83377,17/02/2014,1200,32,NaN,18,NaN,NaN,NaN,NaN,
83377,18/02/2014,0000,NaN,25.2,NaN,1.3,19.88,94.25,1.333333,
83377,18/02/2014,1200,25.5,NaN,18,NaN,NaN,NaN,NaN,
83377,19/02/2014,0000,NaN,26.4,NaN,3.5,20.1,84.25,1.333333,
83377,19/02/2014,1200,12.6,NaN,17.3,NaN,NaN,NaN,NaN,
83377,20/02/2014,0000,NaN,23.7,NaN,0.2,20.26,83.5,1.333333,
83377,20/02/2014,1200,12.3,NaN,17.9,NaN,NaN,NaN,NaN,
83377,21/02/2014,0000,NaN,24.6,NaN,0.9,20.54,87,0.666667,
83377,21/02/2014,1200,2.8,NaN,17.8,NaN,NaN,NaN,NaN,
83377,22/02/2014,0000,NaN,25.2,NaN,1.3,19.38,85.75,3.666667,
83377,22/02/2014,1200,8.2,NaN,16.9,NaN,NaN,NaN,NaN,
83377,23/02/2014,0000,NaN,25.7,NaN,1.6,20.52,81,1.666667,
83377,23/02/2014,1200,2.9,NaN,16.2,NaN,NaN,NaN,NaN,
83377,24/02/2014,0000,NaN,28.6,NaN,9.2,21.04,73.5,3.333333,
83377,24/02/2014,1200,0.5,NaN,17.7,NaN,NaN,NaN,NaN,
83377,25/02/2014,0000,NaN,26,NaN,3.2,21.16,80.25,1,
83377,25/02/2014,1200,13.1,NaN,17,NaN,NaN,NaN,NaN,
83377,26/02/2014,0000,NaN,27.8,NaN,10.8,22.62,64.75,2.666667,
83377,26/02/2014,1200,0,NaN,17.5,NaN,NaN,NaN,NaN,
83377,27/02/2014,0000,NaN,29.1,NaN,9.8,23,58.75,1,
83377,27/02/2014,1200,0,NaN,16.5,NaN,NaN,NaN,NaN,
83377,28/02/2014,0000,NaN,27.8,NaN,6.7,22.06,73.25,0.333333,
83377,28/02/2014,1200,0,NaN,17.7,NaN,NaN,NaN,NaN,
83377,01/03/2014,0000,NaN,26.1,NaN,4.6,20.66,80.25,2,
83377,01/03/2014,1200,1.8,NaN,18,NaN,NaN,NaN,NaN,
83377,02/03/2014,0000,NaN,27.4,NaN,9.3,22.12,72.5,2,
83377,02/03/2014,1200,0.2,NaN,17.2,NaN,NaN,NaN,NaN,
83377,03/03/2014,0000,NaN,25.6,NaN,4.9,21.64,77.75,0.333333,
83377,03/03/2014,1200,0.5,NaN,18.7,NaN,NaN,NaN,NaN,
83377,04/03/2014,0000,NaN,26.2,NaN,5.4,21.44,80.5,1.666667,
83377,04/03/2014,1200,9.1,NaN,18,NaN,NaN,NaN,NaN,
83377,05/03/2014,0000,NaN,26.1,NaN,2.5,21.66,90,2,
83377,05/03/2014,1200,3.4,NaN,19.1,NaN,NaN,NaN,NaN,
83377,06/03/2014,0000,NaN,25.8,NaN,3.3,21.3,89.5,0,
83377,06/03/2014,1200,41,NaN,17,NaN,NaN,NaN,NaN,
83377,07/03/2014,0000,NaN,26.3,NaN,3.3,20.72,88.75,0.333333,
83377,07/03/2014,1200,12.7,NaN,17.7,NaN,NaN,NaN,NaN,
83377,08/03/2014,0000,NaN,27.7,NaN,4.8,20.92,83.75,2.666667,
83377,08/03/2014,1200,29.4,NaN,18,NaN,NaN,NaN,NaN,
83377,09/03/2014,0000,NaN,25.4,NaN,2.1,21.06,83,1.333333,
83377,09/03/2014,1200,7,NaN,16,NaN,NaN,NaN,NaN,
83377,10/03/2014,0000,NaN,27.5,NaN,7.9,22.02,73.5,1.333333,
83377,10/03/2014,1200,73.7,NaN,16.3,NaN,NaN,NaN,NaN,
83377,11/03/2014,0000,NaN,27.2,NaN,8.7,21.92,71,1,
83377,11/03/2014,1200,0,NaN,17.5,NaN,NaN,NaN,NaN,
83377,12/03/2014,0000,NaN,27.6,NaN,10,22.8,62.5,2.766667,
83377,12/03/2014,1200,11,NaN,17.8,NaN,NaN,NaN,NaN,
83377,13/03/2014,0000,NaN,28.5,NaN,10.1,22.56,58.25,3,
83377,13/03/2014,1200,0,NaN,16,NaN,NaN,NaN,NaN,
83377,14/03/2014,0000,NaN,27.3,NaN,7.2,22.92,63,2.333333,
83377,14/03/2014,1200,0,NaN,20.1,NaN,NaN,NaN,NaN,
83377,15/03/2014,0000,NaN,27.9,NaN,9.9,23.28,55.25,2,
83377,15/03/2014,1200,0,NaN,19.5,NaN,NaN,NaN,NaN,
83377,16/03/2014,0000,NaN,27.4,NaN,10.1,22.7,58,1.333333,
83377,16/03/2014,1200,0,NaN,19.1,NaN,NaN,NaN,NaN,
83377,17/03/2014,0000,NaN,26.6,NaN,2.6,21.24,80,1.333333,
83377,17/03/2014,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,18/03/2014,0000,NaN,25.8,NaN,2.7,20.52,85,1,
83377,18/03/2014,1200,9.6,NaN,17.8,NaN,NaN,NaN,NaN,
83377,19/03/2014,0000,NaN,27.4,NaN,6.9,21.36,79.5,0.666667,
83377,19/03/2014,1200,0.5,NaN,16.6,NaN,NaN,NaN,NaN,
83377,20/03/2014,0000,NaN,28.3,NaN,6.1,22.82,72.25,0,
83377,20/03/2014,1200,0,NaN,18,NaN,NaN,NaN,NaN,
83377,21/03/2014,0000,NaN,27,NaN,3.2,21.08,91.75,0,
83377,21/03/2014,1200,12.9,NaN,18.4,NaN,NaN,NaN,NaN,
83377,22/03/2014,0000,NaN,27.9,NaN,4.5,21.12,91,1.666667,
83377,22/03/2014,1200,13.2,NaN,17.3,NaN,NaN,NaN,NaN,
83377,23/03/2014,0000,NaN,27.4,NaN,5.8,21.42,86.5,0.333333,
